"p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"Cisd2",0.000166424312822763,-0.475983856568844,0.143,0.397,0.842939144447293
"Fen1",0.000167805640379227,-0.470388010678625,0.018,0.238,0.849935568520783
"Mrps35",0.000169943914858844,-0.380534311859195,0.143,0.409,0.860765928760043
"Oxa1l",0.000170167458068252,-0.380668776902337,0.054,0.292,0.861898175115694
"Drg1",0.000170449284494718,-0.41662413298229,0.018,0.235,0.863325625965746
"Lsm3",0.0001718316218226,-0.454824797671481,0.179,0.471,0.870327164531467
"Wdr18",0.000172596746744554,-0.423011589909079,0.054,0.297,0.874202522261166
"Zcrb1",0.000173205180499471,-0.341317189771355,0.161,0.441,0.877284239229819
"Sssca1",0.000173259270164083,-0.383158125368563,0.054,0.295,0.877558203381082
"Uqcc3",0.000177414973658113,-0.391575228462523,0.125,0.398,0.898606841578341
"Gale",0.000178398207143005,-0.491229822540936,0.214,0.512,0.903586919179321
"H2-DMb1",0.000181957663385198,-0.472862113056066,0.036,0.266,0.921615565046028
"Creg1",0.000182607430638208,-0.381678609409755,0.143,0.434,0.924906636182525
"Psmd10",0.000184097250529093,-0.467746260605172,0.036,0.251,0.932452573929858
"Ebp",0.000184530314694411,-0.353010119900368,0.161,0.451,0.934646043927191
"Eif4g2",0.000185462278681585,-0.443036476224572,0.196,0.486,0.93936644152223
"Cgn",0.000187287162886125,-0.51504764457962,0.018,0.226,0.948609480018226
"Lsm1",0.000187542986599307,-0.250111307791685,0.071,0.329,0.949905227125489
"Atp2b1",0.00018797231774529,-0.510686923279913,0.036,0.254,0.952079789379895
"Nubp1",0.000188036602382549,-0.416430261603926,0.071,0.319,0.952405391067612
"Mrpl49",0.000188614239159834,-0.392263601763936,0.054,0.284,0.955331121344558
"Prim1",0.00018974382093768,-0.444306282932165,0,0.203,0.961052453049347
"Rpl22l1",0.000192581694174817,-0.507438728262798,0.268,0.568,0.975426280995447
"Pnkd",0.000193190316350846,-0.512537795048192,0.179,0.445,0.978508952317036
"Adh5",0.000193829961132665,-0.422360165622095,0.179,0.446,0.981748753136948
"Tsen34",0.000197930954732985,-0.268371214945319,0.161,0.463,1
"Gm12355",0.000199138102782355,-0.306719913561953,0.018,0.237,1
"Romo1",0.000201369579403753,-0.394777335510584,0.268,0.612,1
"Chmp6",0.000201486671941722,-0.437726430745274,0.089,0.332,1
"Clns1a",0.000201988063567724,-0.409616012871132,0.089,0.335,1
"Pih1d1",0.000203513194815175,-0.397042556440961,0.054,0.295,1
"Mrps9",0.000203576301875449,-0.443377683183553,0.089,0.337,1
"Prelid2",0.000204159506189792,-0.400484825340263,0.054,0.284,1
"Nsfl1c",0.000205245946961539,-0.417487409861279,0.089,0.34,1
"Sbno1",0.000207144923658989,-0.547006009391171,0.054,0.272,1
"Lamp1",0.000207380476242717,-0.429706381168864,0.304,0.612,1
"Eml4",0.000209342320342019,-0.446225688457122,0.018,0.235,1
"Nars",0.000209492755894342,-0.469332359330731,0.214,0.489,1
"Cttn",0.0002101375735158,-0.50295540032612,0.036,0.257,1
"Serf1",0.000210912902788502,-0.448849742829794,0.036,0.257,1
"Nop56",0.000211221545490718,-0.432251932637031,0.161,0.431,1
"Mif4gd",0.000213661491213421,-0.460666013777457,0.054,0.284,1
"Mrpl9",0.00021732294053603,-0.46641242678115,0.071,0.302,1
"Eif5b",0.000218554517769283,-0.31482848544421,0.161,0.445,1
"Ntan1",0.000218804323998278,-0.416026452066055,0.071,0.31,1
"Comtd1",0.000219595561349461,-0.478391262207427,0.071,0.302,1
"Pts",0.000219941328810137,-0.41974339211346,0.125,0.385,1
"Gm16286",0.000220329313433055,-0.443554137077446,0.143,0.4,1
"Pef1",0.000220734842879861,-0.394262058350558,0.054,0.294,1
"Sft2d2",0.00022165129639504,-0.478110463774631,0.018,0.228,1
"Rrp1",0.00022198166487451,-0.446628277473336,0.214,0.493,1
"Shmt1",0.000223500355918958,-0.447424986908007,0.054,0.277,1
"Sf3a3",0.000226349411004804,-0.268170735698914,0.036,0.262,1
"Tbrg1",0.000226546923957932,-0.449896330596233,0.214,0.495,1
"Tufm",0.000226988867662618,-0.39381142777645,0.161,0.433,1
"Coa6",0.000228571437057182,-0.425023486481763,0.054,0.286,1
"Snx17",0.000229007262141418,-0.41511160012674,0.071,0.305,1
"Sdcbp",0.000229312520344426,-0.475887527369341,0.125,0.382,1
"Suds3",0.000230566633834012,-0.461494200329856,0.143,0.393,1
"Spc24",0.000231804099965836,-0.420351338705684,0.071,0.318,1
"Caprin1",0.000232333546850446,-0.380165713142799,0.036,0.261,1
"Ankrd11",0.000234572821751172,-0.435084507929705,0.054,0.289,1
"Nipsnap1",0.000235121016211857,-0.46570083800694,0.071,0.306,1
"Leprotl1",0.000237097574065837,-0.503122529981859,0.036,0.249,1
"Ehf",0.00023736214079654,-0.44743855482789,0.018,0.221,1
"Pdcd10",0.000237875730108652,-0.408156366450812,0.071,0.312,1
"Clpp",0.00023933728331684,-0.40735212601708,0.179,0.473,1
"Aifm1",0.000240741861341753,-0.425789049238555,0.036,0.257,1
"Hnrnpab",0.000242470990614162,-0.450104858815263,0.375,0.675,1
"Wdr1",0.000242756515130804,-0.270854890622099,0.143,0.418,1
"Msra",0.00024506079448588,-0.438066357887038,0.107,0.349,1
"Lasp1",0.00024563426644115,-0.439401914082428,0.089,0.34,1
"1700020I14Rik",0.000248841803663538,-0.475336651341356,0.054,0.276,1
"Scaf11",0.000251317376213681,-0.49777809422621,0.018,0.228,1
"1190007I07Rik",0.000252596734492701,-0.405045027070134,0.071,0.303,1
"Alkbh7",0.000253219714035281,-0.420366647316378,0.036,0.251,1
"Rab5c",0.000254217285774197,-0.365617411532025,0.125,0.397,1
"Dhrs11",0.000254577688072855,-0.412415074867429,0.107,0.36,1
"Hdac3",0.000255805581523627,-0.326705698071606,0.054,0.296,1
"Fars2",0.000256050725775906,-0.478831475445171,0.036,0.246,1
"Bccip",0.000258167683887792,-0.350095965119136,0.161,0.435,1
"Ei24",0.000258615142632427,-0.436961285917417,0.071,0.304,1
"Ces2e",0.000259852469776982,-0.757379832030233,0.161,0.416,1
"Med25",0.000262227363652758,-0.410061917510883,0.036,0.259,1
"Kcne3",0.000262683375795584,-0.555810851471277,0.232,0.493,1
"Tmem98",0.000263814150915378,-0.383669090264948,0.018,0.225,1
"H2-DMa",0.000266092736083051,-0.551667615122502,0.143,0.387,1
"Cblc",0.000266866954927454,-0.43459381942541,0.036,0.246,1
"Ppp2r1a",0.000267403118172275,-0.436541363056529,0.107,0.355,1
"Bnip3l",0.000268082413482426,-0.336447207291432,0.107,0.366,1
"Hikeshi",0.00026883081681894,-0.414622969361938,0.107,0.367,1
"Cs",0.000271256734658506,-0.388819580674531,0.214,0.504,1
"Pak1ip1",0.000271827063951472,-0.460025669192569,0.107,0.352,1
"Ahcy",0.000274987783329906,-0.321659862282165,0.054,0.289,1
"Ddt",0.00027514107541358,-0.384050011404174,0.161,0.423,1
"Nsun2",0.000276059860974278,-0.448276308206831,0.089,0.327,1
"Dcun1d5",0.000276974215998968,-0.418023947408484,0.143,0.41,1
"Efhd2",0.000277112152868133,-0.461681602288888,0.143,0.388,1
"Smc6",0.000277722580404198,-0.454179059717226,0.018,0.224,1
"Nedd4",0.000278058823845509,-0.370715955588198,0.071,0.316,1
"Phf5a",0.000278460516931161,-0.403750976440262,0.232,0.518,1
"Cdpf1",0.000278729645167936,-0.335244628420426,0.036,0.256,1
"Fermt1",0.000279956570446479,-0.496430120344205,0.125,0.375,1
"Stk38",0.000280444062720978,-0.538750597594529,0.036,0.252,1
"Snx5",0.000280580023998897,-0.411868457786199,0.107,0.348,1
"Chmp2b",0.000281160804716656,-0.427926457942512,0.054,0.286,1
"Mrps16",0.000282801505240854,-0.415504687842484,0.214,0.501,1
"Amn",0.000287593146500629,-0.484836812220833,0.071,0.312,1
"Ash2l",0.000287876715784967,-0.435178578620648,0.018,0.222,1
"Tmem242",0.000289661750540845,-0.322166608277604,0.036,0.261,1
"Ssrp1",0.000292754231665479,-0.376264020807206,0.143,0.427,1
"Abcd3",0.00029432016519885,-0.522321215601418,0.054,0.269,1
"Vps36",0.000296117951737634,-0.312761285526759,0.054,0.292,1
"Rab17",0.000299890188784516,-0.400648245239019,0.018,0.226,1
"Pttg1ip",0.00030013228113331,-0.445562530422817,0.054,0.272,1
"Glo1",0.000302625618708011,-0.365716761170607,0.268,0.59,1
"Elf3",0.000304032252841209,-0.31901289223888,0.482,0.772,1
"Calr",0.000305356716322309,-0.375466776620431,0.5,0.812,1
"Ptges2",0.000307327018105571,-0.367439658935285,0.018,0.226,1
"Diablo",0.000307917887104539,-0.446633551125562,0.036,0.25,1
"Pcbd2",0.000312374944634735,-0.442086466246168,0.125,0.38,1
"Rbbp7",0.000312636341365306,-0.457042494248897,0.179,0.45,1
"Siva1",0.000313245001291324,-0.452790069291124,0.054,0.274,1
"Gabarap",0.000318191737416313,-0.330113345580149,0.464,0.762,1
"Smap1",0.000319299864362696,-0.429310401353103,0.054,0.272,1
"Lrrc58",0.000320535065726263,-0.36364553030883,0.054,0.281,1
"Fam213b",0.000331487566273395,-0.47997872833354,0.143,0.412,1
"Dazap1",0.000337171548010368,-0.438593241625023,0.232,0.523,1
"Mid1ip1",0.000338006191646246,-0.46212250183658,0.054,0.275,1
"Drap1",0.000339965826872005,-0.420554418643425,0.161,0.433,1
"Tspan8",0.000340603541858834,-0.493826806603078,0.5,0.734,1
"Ppp2ca",0.000340853154369241,-0.434201499601758,0.107,0.341,1
"Fus",0.000343339182343526,-0.455855407056868,0.232,0.531,1
"Rnh1",0.000343356115305145,-0.4106728676177,0.214,0.489,1
"Ppa2",0.000345541827730385,-0.457104509675578,0.143,0.394,1
"Hdhd3",0.000346758424081319,-0.462726988911831,0.071,0.292,1
"Brd2",0.000349040519364136,-0.273813148127476,0.071,0.305,1
"Hcfc1r1",0.000349209244952397,-0.364691924523712,0.125,0.385,1
"Slc5a1",0.000349314684045818,-0.656943810287494,0.071,0.299,1
"Snrnp40",0.000351131373291422,-0.294304729159254,0.125,0.385,1
"Pnp",0.000351284418939035,-0.42269931599229,0.179,0.446,1
"Rhoa",0.000351517458714666,-0.420289002395575,0.25,0.544,1
"U2surp",0.000351868073430542,-0.439406771055346,0.018,0.223,1
"Plp2",0.000358936900124108,-0.34875001232693,0.161,0.436,1
"Copz1",0.00036055875196963,-0.388910065680371,0.214,0.486,1
"Dnajc7",0.00036080625554705,-0.45488712487699,0.161,0.431,1
"Mrpl32",0.000361994472536609,-0.344746233749741,0.143,0.423,1
"Zfand5",0.000362329997738193,-0.424142935886693,0.089,0.317,1
"Eprs",0.000363821227695098,-0.307086176771593,0.071,0.3,1
"Dgkz",0.000364570679113512,-0.435197081229637,0.054,0.277,1
"Tkfc",0.000364671724846505,-0.506544762287596,0.143,0.393,1
"Fundc2",0.000365308404600336,-0.397466028768502,0.036,0.251,1
"1110004E09Rik",0.000365671605172205,-0.368165832416598,0.036,0.243,1
"Cd151",0.000366698744002785,-0.267021787472519,0.054,0.288,1
"1810037I17Rik",0.00037117657830287,-0.361459982897839,0.339,0.636,1
"Fam234a",0.000372253358639747,-0.433664815873372,0.071,0.301,1
"Pdss1",0.000372674794993216,-0.40971533666474,0.036,0.249,1
"Ncln",0.000373744541151752,-0.416790078406274,0.054,0.278,1
"Pigt",0.000373750377452781,-0.3468663352899,0.125,0.39,1
"Slc39a5",0.000375427428038823,-0.428636028160871,0.161,0.421,1
"Exosc5",0.000375818767825308,-0.439390928324518,0.107,0.356,1
"Gm10076",0.00037853484798875,-0.347826829933678,0.054,0.275,1
"Ptpa",0.000380176241189826,-0.430239145682805,0.054,0.279,1
"Sdsl",0.00038855000679277,-0.324727027912717,0.125,0.385,1
"Prkag1",0.000390556266301469,-0.416322941185707,0.036,0.248,1
"Marc2",0.000393104730635035,-0.521809938056186,0.411,0.698,1
"Tmed4",0.000395378975445289,-0.401561733407764,0.125,0.367,1
"Tmbim4",0.000395856370898904,-0.436206667262933,0.143,0.387,1
"Bcl7c",0.00039726114888029,-0.476672803860139,0.143,0.39,1
"Faap20",0.000397964022161794,-0.412211878850292,0.036,0.241,1
"Abhd17a",0.000400007251860292,-0.468449094743132,0.143,0.378,1
"Arl2bp",0.00040047506474121,-0.394781193593864,0.054,0.272,1
"Urm1",0.000400558751923606,-0.408950573151441,0.054,0.274,1
"Prpf40a",0.000401375817830828,-0.34240662811818,0.054,0.267,1
"Tbcc",0.000402535404470067,-0.380969396638494,0.018,0.219,1
"Nectin2",0.00040466978992392,-0.41917217000731,0.125,0.375,1
"Emc8",0.000418851546929502,-0.398907853662665,0.107,0.346,1
"Sh3bgrl",0.000419122159346243,-0.258464418524062,0.036,0.249,1
"Sec61b",0.0004206343681249,-0.349561611952224,0.5,0.814,1
"Rnf10",0.000424098305923535,-0.407508397222246,0.089,0.315,1
"Cyb5r3",0.000425610256513832,-0.527203418452336,0.143,0.388,1
"Ccs",0.000428805359020697,-0.332643166392879,0.089,0.329,1
"Cct8",0.000429480700136844,-0.395903674146435,0.304,0.604,1
"Svbp",0.000436714756256134,-0.40784538134277,0.036,0.243,1
"Nadk",0.000438206991799465,-0.385387144827639,0.089,0.32,1
"Ppil1",0.000439480842065882,-0.377927245817758,0.143,0.386,1
"Rexo2",0.000443128050732114,-0.322127620661979,0.107,0.353,1
"Rps19bp1",0.000448741328098194,-0.312899480325391,0.125,0.384,1
"Tmem208",0.000452300480170267,-0.392273559310745,0.375,0.68,1
"Rfk",0.000453872451239267,-0.260748216103635,0.143,0.42,1
"Eif1b",0.000455196804962761,-0.426961698228068,0.107,0.332,1
"Asna1",0.000457862877417248,-0.352059111843539,0.071,0.305,1
"Mrpl39",0.000458514646447471,-0.391382369201946,0.036,0.243,1
"Snrnp25",0.00046026233805697,-0.532086377292203,0.036,0.241,1
"Copg1",0.000461086658748051,-0.478798023731564,0.071,0.29,1
"Emc10",0.000461507293312427,-0.463421874224003,0.214,0.478,1
"Snapc5",0.000461534756098926,-0.355964773524879,0.125,0.378,1
"Pigp",0.000463679933327186,-0.362137760364501,0.125,0.375,1
"Lta4h",0.00046438014170608,-0.407674657511597,0.143,0.412,1
"Perp",0.000464648482467182,-0.378600097047896,0.161,0.419,1
"Ppid",0.000465243374240787,-0.337804321355024,0.054,0.275,1
"Rassf7",0.000466034667244464,-0.401908556908416,0.036,0.238,1
"Mthfd1",0.000471431871835711,-0.488033277815197,0.036,0.238,1
"Pdhb",0.000474235268387027,-0.389959432966535,0.071,0.294,1
"Rab2a",0.000474902448288648,-0.301257526750744,0.25,0.568,1
"Acot13",0.000483900643606312,-0.454527493417191,0.214,0.471,1
"Upf3b",0.000484769183584816,-0.421904780275457,0.036,0.243,1
"Kcnn4",0.000488087474830195,-0.39728701436595,0.143,0.378,1
"Slc9a3r1",0.000492791866423206,-0.6058521571128,0.196,0.432,1
"Nfkbia",0.000496584282678944,-0.426502671705408,0.161,0.42,1
"Fibp",0.000497754972416631,-0.368174802657726,0.036,0.242,1
"Dguok",0.000498024279719877,-0.379590959178966,0.036,0.237,1
"Eps8l2",0.000498077626642543,-0.393273686529916,0.054,0.271,1
"Tmem234",0.000501581035886682,-0.329942803924864,0.268,0.554,1
"Arl6ip4",0.000503069940428925,-0.398518100108169,0.107,0.349,1
"Bloc1s2",0.000504827192703062,-0.427719083201153,0.125,0.347,1
"Ctnnbip1",0.000505526945109844,-0.417097410872921,0.071,0.294,1
"1700027J19Rik",0.000511560975701148,-0.422629088307957,0.25,0.513,1
"Ccnb2",0.000513927492375845,-0.543915663566767,0.089,0.307,1
"Ube2k",0.000514250623273008,-0.32099701979384,0.161,0.416,1
"Rab1",0.000514569479295497,-0.278411519819266,0.179,0.449,1
"Gemin7",0.000515899326750145,-0.408381337472655,0.054,0.257,1
"Noxo1",0.000518033219217461,-0.366673948187758,0.179,0.455,1
"Grn",0.000519686763298727,-0.437406036916866,0.071,0.279,1
"Bcl10",0.000519919832621107,-0.398984043833518,0.036,0.237,1
"Pabpn1",0.000520727077682915,-0.326079209351185,0.071,0.293,1
"Cdca3",0.00052114346188109,-0.534634348974962,0.125,0.361,1
"Kras",0.000522072863541285,-0.407913993075714,0.054,0.269,1
"Med30",0.000523864713785153,-0.289574696712528,0.036,0.247,1
"Dazap2",0.000528838002703164,-0.366104948031011,0.196,0.476,1
"Tnfaip1",0.000532898360166415,-0.361163997382653,0.036,0.244,1
"Clca4b",0.000533893423441145,-0.552835700762865,0.071,0.282,1
"Igbp1",0.000538096733555277,-0.350200605880355,0.107,0.341,1
"0610010K14Rik",0.000545328036716387,-0.37120022557163,0.054,0.257,1
"Rfc2",0.000550203091690796,-0.416703487009665,0.107,0.337,1
"Copb2",0.00055054371348014,-0.491489879734302,0.107,0.322,1
"Prelid3b",0.000565722022346037,-0.439592845870965,0.179,0.422,1
"Crb3",0.00057001681307489,-0.426202145865924,0.143,0.377,1
"Sdhaf1",0.000570106729621409,-0.424352032267729,0.089,0.303,1
"Mrto4",0.00057480880305696,-0.391318312289282,0.089,0.307,1
"Clptm1",0.000581263358859888,-0.292285872810221,0.107,0.342,1
"Cth",0.00058210872874672,-0.380943464228981,0.071,0.296,1
"Ddx1",0.000583324041646835,-0.458656659629562,0.089,0.31,1
"Sdc4",0.000584762397579946,-0.377062661223401,0.179,0.435,1
"Commd2",0.000591389605961661,-0.383846395816043,0.054,0.266,1
"Pcif1",0.000627247695411073,-0.434413350545567,0.054,0.259,1
"Sap18b",0.000629728077248339,-0.320362376321628,0.071,0.294,1
"Cetn3",0.00062973019634627,-0.42457340200861,0.214,0.463,1
"Irf8",0.000631972443258808,-0.469290856827997,0.143,0.386,1
"Rnaseh2a",0.000633735963208308,-0.456501353578604,0.089,0.305,1
"H2-Ke6",0.000637618790869631,-0.37162979665963,0.054,0.259,1
"Hes1",0.000641639488259737,-0.440594569584812,0.125,0.363,1
"Fam114a2",0.000653025308283545,-0.401299429409213,0.054,0.262,1
"2310039H08Rik",0.000655027358272862,-0.373721609133363,0.143,0.386,1
"Dsp",0.000656159181204065,-0.37608693304538,0.054,0.266,1
"Gstm1",0.000659373248639904,-0.519752128504131,0.071,0.276,1
"Cst3",0.000661760859538834,-0.356241383935978,0.393,0.678,1
"Trappc3",0.000662503896257638,-0.425192315722408,0.071,0.272,1
"Cks2",0.000664233888148477,-0.330633750169576,0.196,0.433,1
"Snx2",0.000670757315442154,-0.283020797214609,0.036,0.241,1
"Med8",0.000679319005359959,-0.40717750349496,0.107,0.325,1
"Nlrp6",0.000682589523542876,-0.358862331358989,0.143,0.406,1
"Mrps18c",0.000684956304376872,-0.323585918024625,0.214,0.471,1
"Prkcsh",0.000686406573200073,-0.331580860062592,0.179,0.434,1
"Fnta",0.000687502564630585,-0.3250706513308,0.071,0.297,1
"Dync1h1",0.000688620030802272,-0.51506298892792,0.071,0.279,1
"Larp1",0.000691361176521283,-0.29150454392096,0.071,0.285,1
"Snx3",0.000699782498267683,-0.384015977796135,0.286,0.564,1
"Hnrnpd",0.000700183360446517,-0.406621154678938,0.089,0.304,1
"Atp6v1f",0.000704732848923316,-0.406164514154179,0.393,0.695,1
"Tmem70",0.000708215436430382,-0.420410137660208,0.107,0.336,1
"Arf6",0.000710110494802046,-0.372394433399216,0.179,0.433,1
"Thra",0.000722005563698006,-0.388032395765984,0.054,0.259,1
"Rbm25",0.000723037533663599,-0.412681918315139,0.125,0.366,1
"Tmem176b",0.000728653092869112,-0.475175152838857,0.25,0.524,1
"Ppie",0.000731141097479258,-0.344603037939056,0.071,0.284,1
"Lad1",0.000731476765772873,-0.462348467581562,0.143,0.372,1
"Ethe1",0.000734674498815019,-0.483082340196892,0.071,0.277,1
"Ndufaf2",0.000735315401197874,-0.333455026810712,0.071,0.286,1
"Mmd",0.000736127198505263,-0.349011085251494,0.054,0.257,1
"Chp1",0.000737320515572617,-0.428634574486202,0.089,0.296,1
"Gm17018",0.000743674325029529,-0.323083496422937,0.054,0.263,1
"Lmna",0.000744299289082951,-0.442819489982753,0.089,0.302,1
"Bex3",0.000747893870590732,-0.511847628075541,0.089,0.298,1
"Kif5b",0.00075348790154381,-0.370685424677177,0.214,0.505,1
"Dhrs7b",0.000758690496737133,-0.401304967308702,0.089,0.302,1
"Zfp207",0.000762254097896515,-0.327327162503588,0.107,0.334,1
"Lyar",0.000762576078875919,-0.431639638585498,0.143,0.377,1
"Rab24",0.000762936777576425,-0.385739802816261,0.107,0.33,1
"Tprgl",0.000762938974203535,-0.381145677692338,0.054,0.26,1
"Ubc",0.000769478253925966,-0.446070848111688,0.536,0.814,1
"Anapc5",0.000776496481918506,-0.319270567408401,0.179,0.459,1
"Cuedc2",0.000782412748484734,-0.427280164796568,0.089,0.304,1
"Atf4",0.000784599341721476,-0.516569248298999,0.196,0.435,1
"Smim7",0.000791150622292663,-0.353343315012988,0.196,0.455,1
"Elovl1",0.000797555407300336,-0.362249607913848,0.089,0.305,1
"Naxd",0.000797765446166225,-0.3311296046419,0.125,0.366,1
"Rab11a",0.000797900853277228,-0.399010576724984,0.214,0.452,1
"Tmed7",0.000799249439787269,-0.371582698893673,0.071,0.276,1
"Acot7",0.000810229447542976,-0.325876883662925,0.107,0.353,1
"Atic",0.000819418884971994,-0.40256564357816,0.054,0.257,1
"Mttp",0.0008200294928712,-0.589728695199942,0.089,0.304,1
"Timm50",0.000824651397791878,-0.355468657824279,0.161,0.406,1
"Esrra",0.000826923769073324,-0.441692069085974,0.143,0.363,1
"Ctbp1",0.000830087502603675,-0.259846312830977,0.268,0.559,1
"Ivns1abp",0.000837252114251193,-0.320087618988551,0.339,0.628,1
"Srsf10",0.000851114031368502,-0.27094524187535,0.054,0.256,1
"Snx1",0.000856000540679295,-0.402912550843966,0.107,0.333,1
"Cltc",0.000859840612793596,-0.435628839927687,0.071,0.281,1
"Iqgap1",0.000874179542932651,-0.453742632172628,0.143,0.373,1
"Ccz1",0.00087651823687921,-0.401561279799771,0.089,0.3,1
"Thap4",0.000884909795282896,-0.398022407356383,0.107,0.319,1
"Eef1e1",0.000887104869903289,-0.337834166939846,0.071,0.282,1
"Cdc123",0.000890797834192817,-0.25918942576377,0.143,0.385,1
"G3bp2",0.000890941512427632,-0.485212771233823,0.107,0.309,1
"H2afx",0.000899312486212002,-0.418595407817866,0.161,0.38,1
"Ptprf",0.000900752270158974,-0.372248276996165,0.125,0.356,1
"Trappc1",0.000901639023402827,-0.458088375215308,0.125,0.345,1
"Itga6",0.000916071945719449,-0.473482782359996,0.089,0.295,1
"Slc39a4",0.000925870266378267,-0.403875955300518,0.054,0.258,1
"Mrpl11",0.000930965352613402,-0.424848899334101,0.196,0.435,1
"Rabggtb",0.000942417591308731,-0.397135497434051,0.054,0.256,1
"Arpc5l",0.0009467351493206,-0.417719372319125,0.179,0.413,1
"Sae1",0.000958096854671885,-0.379683241427461,0.125,0.339,1
"Thrap3",0.000973065146933163,-0.326997341105991,0.071,0.291,1
"Dus1l",0.000990106579176543,-0.373947629851172,0.071,0.274,1
"Snrpb2",0.000990512672837345,-0.407831314082115,0.089,0.3,1
"Cd9",0.000991247481843712,-0.330440950753196,0.25,0.51,1
"Mrps23",0.00099224399496211,-0.277848890504714,0.089,0.315,1
"Prkca",0.000992500366815,-0.297236980619445,0.107,0.341,1
"Tmco1",0.000999372126681401,-0.343727779805969,0.161,0.405,1
"Sf3b6",0.00101504347277783,-0.326580477185656,0.25,0.536,1
"Tsg101",0.00102040781701117,-0.406744905471384,0.125,0.344,1
"Ptgr1",0.0010224711545462,-0.424033172297229,0.125,0.352,1
"Aimp2",0.00102298996718359,-0.384972499938957,0.107,0.325,1
"Eif4a3",0.00102943861381374,-0.319642434895646,0.161,0.425,1
"Rpa3",0.00103067046803714,-0.306638435924549,0.107,0.329,1
"Gps2",0.0010332512901536,-0.347701266911855,0.054,0.255,1
"Cenpa",0.00104196543293593,-0.610561851592068,0.107,0.312,1
"Dohh",0.0010446533850083,-0.39635587506732,0.143,0.377,1
"Uap1",0.00107015496783402,-0.314965716329392,0.054,0.256,1
"Polr2h",0.00107754114554744,-0.340705749328084,0.125,0.363,1
"Trappc5",0.00108242816082755,-0.361624752508704,0.089,0.309,1
"Pmpcb",0.00108287268182983,-0.297232837469121,0.125,0.357,1
"Nagk",0.00108650346072202,-0.366265046459645,0.089,0.3,1
"Smyd2",0.00111305857622894,-0.349631194495822,0.071,0.277,1
"Tnfsf13os",0.00112325779288555,-0.375457623751601,0.071,0.273,1
"Rpp25l",0.00113278560505397,-0.360693357981825,0.071,0.276,1
"Mrpl13",0.00113601001855318,-0.387502487384746,0.143,0.376,1
"Tmem33",0.00113838716282457,-0.383784631917819,0.107,0.328,1
"St6galnac2",0.00114678661134831,-0.378435753325893,0.071,0.285,1
"Sft2d1",0.00114975478708569,-0.271624328544803,0.125,0.348,1
"Plin2",0.00118571199682441,-0.33707763574375,0.071,0.283,1
"BC003965",0.00118589343800752,-0.3893357511153,0.161,0.39,1
"Slc25a39",0.00118648539130453,-0.285375877308359,0.143,0.389,1
"Cebpb",0.00119537077266078,-0.370816292154231,0.161,0.391,1
"Exosc7",0.00120346236149033,-0.329669676524884,0.214,0.473,1
"Fdx1l",0.00121956206025365,-0.288153447491212,0.107,0.315,1
"Psmd14",0.00122983472903,-0.293113581251808,0.143,0.378,1
"Srrt",0.00123400191065133,-0.37017377865589,0.071,0.278,1
"Chic2",0.00123485652071339,-0.313952769137583,0.089,0.309,1
"Jagn1",0.00124203045655953,-0.337176739764494,0.125,0.339,1
"Rab10",0.00124218564642644,-0.341119900109889,0.089,0.292,1
"Rbm17",0.0012446462895282,-0.411839430424679,0.125,0.332,1
"Kpnb1",0.00125020561638856,-0.321571940547513,0.089,0.293,1
"Maea",0.00126061413420152,-0.287944526996825,0.071,0.28,1
"U2af2",0.00126397994254019,-0.370568355625026,0.143,0.361,1
"Hnrnpul2",0.00128010361694152,-0.360495216946401,0.125,0.36,1
"Zfp36l2",0.00129127466771332,-0.371645435646031,0.089,0.294,1
"Sec61g",0.00129686941478369,-0.266816875988072,0.446,0.783,1
"Cops4",0.00130848511997968,-0.351133790999571,0.143,0.364,1
"Etf1",0.0013087832399095,-0.268195474059521,0.089,0.297,1
"Iah1",0.00131106591699117,-0.305276517800837,0.143,0.369,1
"Ush1c",0.00131534914358276,-0.283376603717272,0.107,0.337,1
"Ctnnb1",0.00132217657982064,-0.400929454918501,0.232,0.495,1
"Ctsh",0.00132899508645395,-0.394665785371188,0.161,0.39,1
"Sec31a",0.00132915999145471,-0.286940906635915,0.107,0.325,1
"Gnai2",0.0013649127313848,-0.427809896884911,0.125,0.339,1
"Dnajc19",0.00140060688446543,-0.390069621279403,0.268,0.526,1
"Wdr74",0.00140532988542983,-0.341698843677459,0.071,0.272,1
"Hsd17b12",0.00140673320061653,-0.351755878461125,0.143,0.369,1
"Mpv17l2",0.00140847577083362,-0.279946912576301,0.089,0.299,1
"Cirbp",0.00142379721817571,-0.401645669756208,0.125,0.339,1
"Itm2b",0.00142692896787301,-0.429702779748738,0.589,0.832,1
"Smim11",0.0014395713003462,-0.34146635140138,0.196,0.427,1
"Tm2d2",0.00145025003806981,-0.353739435256596,0.161,0.383,1
"Chchd7",0.00145155285743965,-0.251312285611274,0.232,0.489,1
"Ncaph2",0.00146223559718276,-0.255289453184686,0.089,0.31,1
"Rsl1d1",0.00146748178170715,-0.336657927640725,0.143,0.365,1
"Vps72",0.00146883236870034,-0.341496056447836,0.071,0.272,1
"Trmt112",0.00150097885239031,-0.325238283664927,0.179,0.423,1
"Leprot",0.00151692575081098,-0.324398003505651,0.089,0.299,1
"Wdr61",0.00154565551922242,-0.269477520402074,0.179,0.423,1
"Smim22",0.00156753581244697,-0.437477620937475,0.286,0.538,1
